Hue,Saturation,Value,R,G,B,luminosity,image_name
67.38487680543756,0.9043643069357648,0.39059623849539815,88.51530612244898,99.60204081632652,9.525510204081632,90.42327825936961,Plate8.9_h2o.TIF
64.08001860897883,0.8461487993701614,0.30496198479391756,73.2908163265306,77.76530612244898,11.964285714285714,71.918418778684199,Plate8.9_h2o.TIF
81.28292432224077,0.7278253144433534,0.8558223289315725,161.89285714285714,218.234693877551,59.397959183673464,190.25107428974951,Plate8.9_h2o.TIF
68.17219477769936,0.7525796661608498,0.26370548219287715,60.35204081632653,67.24489795918367,16.637755102040813,61.440756565929377,Plate8.9_h2o.TIF
38.27803203661324,0.9396165561727289,0.22332933173269306,56.94897959183673,37.576530612244895,3.4387755102040813,42.425254449356807,Plate8.9_h2o.TIF
67.65776566757492,0.8632315122624349,0.6379751900760303,144.76020408163265,162.68367346938774,22.25,147.84338156698874,Plate8.9_h2o.TIF
45.033557046979865,0.9266508139747576,0.3281512605042016,83.67857142857142,64.33673469387755,6.137755102040816,67.287762348861833,Plate8.9_h2o.TIF
124.14005062070629,0.5430506921490985,0.6113845538215286,71.23979591836734,155.9030612244898,77.08163265306122,128.30542120961351,Plate8.9_h2o.TIF
46.38105818636302,0.9264119387623826,0.31104441776710684,79.31632653061224,62.63775510204081,5.836734693877551,64.714791031363362,Plate8.9_h2o.TIF
41.496806442654815,0.9397181628392485,0.3066826730692277,78.20408163265306,55.54081632653061,4.7142857142857135,60.348557778693817,Plate8.9_h2o.TIF
72.0815494393476,0.762988696463756,0.3858743497398959,83.28061224489795,98.39795918367346,23.32142857142857,88.426199544913672,Plate8.9_h2o.TIF
55.57305140029246,0.8201272945300249,0.216906762705082,55.31122448979591,51.96428571428571,9.948979591836734,50.110802907602306,Plate8.9_h2o.TIF
38.854291136571305,0.9370348415991568,0.303781512605042,77.46428571428571,51.88265306122449,4.877551020408163,58.112118852329658,Plate8.9_h2o.TIF
64.75080003802162,0.9113247863247863,0.6929171668667466,163.9438775510204,176.6938775510204,15.668367346938775,162.45292862381967,Plate8.9_h2o.TIF
113.7521268631321,0.5920657626982048,0.9930572228891555,118.91326530612244,253.22959183673467,103.30102040816325,207.57163172495319,Plate8.9_h2o.TIF
58.25359286883753,0.858191090757702,0.3844737895158063,98.0408163265306,95.59183673469387,13.903061224489795,90.884059662627848,Plate8.9_h2o.TIF
60.51293588301461,0.8753877209393925,0.4063825530212084,102.85204081632652,103.62755102040815,12.913265306122447,97.39400813550958,Plate8.9_h2o.TIF
76.84082201323581,0.7384575813435076,0.4667266906762705,94.3469387755102,119.01530612244898,31.12755102040816,105.29294844389408,Plate8.9_h2o.TIF
72.94315632011967,0.8197006079803811,0.3916166466586634,82.20408163265306,99.86224489795917,18.005102040816325,88.945440760240913,Plate8.9_h2o.TIF
83.06485355648535,0.7468541614352278,0.7171068427370947,130.3622448979592,182.86224489795916,46.29081632653061,157.96848557289547,Plate8.9_h2o.TIF
60.38502673796793,0.8825480241842905,0.7842937174869947,198.86224489795916,199.99489795918365,23.489795918367346,188.05854257599674,Plate8.9_h2o.TIF
63.753210433194454,0.8476536042573779,0.41356542617046815,99.8673469387755,105.45918367346938,16.066326530612244,97.672418876858771,Plate8.9_h2o.TIF
60.66966777037838,0.9250120448757657,0.5813925570228091,146.72448979591834,148.25510204081633,11.11734693877551,139.11504326210732,Plate8.9_h2o.TIF
